SYMBOL,NAME OF COMPANY
SANCODE.NS,Sancode Technologies Ltd
SANCTRN.NS,Sanco Trans Ltd.
SANDESH.NS,The Sandesh Limited
SANDHAR.NS,Sandhar Technologies Limited
SANDUMA.NS,Sandur Manganese & Iron Ores Limited
SANDUPHQ.NS,Sandu Pharmaceuticals Ltd.
SANGAMFIN.NS,Sangam Finserv Ltd
SANGAMIND.NS,Sangam (India) Limited
SANGHIIND.NS,Sanghi Industries Limited
SANGHVIMOV.NS,Sanghvi Movers Limited
SANGINITA.NS,Sanginita Chemicals Limited
SANINFRA.NS,Sanmit Infra Limited
SANJIVIN.NS,Sanjivani Paranteral Ltd.
SANOFI.NS,Sanofi India Limited
SANOFICONR.NS,Sanofi Consumer Healthcare India Limited
SANPA.NS,Sangal Papers Ltd.
SANSERA.NS,Sansera Engineering Limited
SANSTAR.NS,Sanstar Limited
SANTETX.NS,Sanrhea Technical Textiles Ltd.
SANTOSHF.NS,Santosh Fine-Fab Ltd.
SANWARIA.NS,Sanwaria Consumer Limited
SAPL.NS,Sar Auto Products Ltd
SAPPHIRE.NS,Sapphire Foods India Limited
SAPPL.NS,Shree Ajit Pulp And Paper Ltd
SARDAEN.NS,Sarda Energy & Minerals Limited
SAREGAMA.NS,Saregama India Limited
SARLAPOLY.NS,Sarla Performance Fibers Limited
SARTHAKIND.NS,Sarthak Industries Ltd.
SARVESHWAR.NS,Sarveshwar Foods Limited
SARVOTTAM.NS,Sarvottam Finvest Ltd
SASKEN.NS,Sasken Technologies Limited
SASTASUNDR.NS,Sastasundar Ventures Limited
SATAGRI.NS,Satiate Agri Ltd
SATCH.NS,Satchmo Holdings Ltd
SATIA.NS,Satia Industries Limited
SATIN.NS,Satin Creditcare Network Limited
SATINDLTD.NS,Sat Industries Limited
SATTRIX.NS,Sattrix Information Security Ltd
SAUMYA.NS,Saumya Consultants Ltd
SAURASHCEM.NS,Saurashtra Cement Limited
SAVERA.NS,Savera Industries Ltd.
SAWABUSI.NS,Sawaca Business Machines Ltd.
SAYAJIHOTL.NS,Sayaji Hotels Ltd.
SAYAJIIND.NS,Sayaji Industries Ltd
SBC.NS,Sbc Exports Limited
SBCL.NS,Shivalik Bimetal Controls Limited
SBECSUG.NS,Sbec Sugar Ltd.
SBECSYS.NS,Sbec Systems (India) Ltd.
SBFC.NS,Sbfc Finance Limited
SBFL.NS,Shree Bhavya Fabrics Ltd
SBGLP.NS,Suratwwala Business Group Limited
SBICARD.NS,Sbi Cards And Payment Services Limited
SBILIFE.NS,Sbi Life Insurance Company Limited
SBIN.NS,State Bank Of India
SBINEQWETF.NS,Sbi Nifty50 Equal Weight Etf
SBISENSEX.NS,Sbi Mutual Fund - Sbi Sensex Etf
SBLI.NS,Sbl Infratech Ltd
SBRANDS.NS,Sanghvi Brands Ltd
SBVCL.NS,Shri Balaji Valve Components Ltd
SCAGRO.NS,Sc Agrotech Ltd
SCANPGEOM.NS,Scanpoint Geomatics Ltd.
SCANPRO.NS,Scan Projects Ltd.
SCANSTL.NS,Scan Steels Limited
SCARNOSE.NS,Scarnose International Ltd
SCBL.NS,Saptak Chem And Business Ltd
SCC.NS,Scintilla Commercial & Credit Ltd
SCHAEFFLER.NS,Schaeffler India Limited
SCHAND.NS,S Chand And Company Limited
SCHNEIDER.NS,Schneider Electric Infrastructure Limited
SCI.NS,Shipping Corporation Of India Limited
SCILAL.NS,Shipping Corporation Of India Land And Assets Limited
SCL.NS,Sunshine Capital Ltd
SCOOBEEDAY.NS,Scoobee Day Garments (India) Ltd
SCPL.NS,Sheetal Cool Products Limited
SCTL.NS,Suncare Traders Ltd
SDBL.NS,Som Distilleries & Breweries Limited
SDC.NS,Sdc Techmedia Ltd
SDL.NS,Span Divergent Ltd-$
SEACOAST.NS,Seacoast Shipping Services Ltd
SEALMATIC.NS,Sealmatic India Ltd
SEAMECLTD.NS,Seamec Limited
SEASONST.NS,Seasons Textiles Ltd.-$
SEATV.NS,Sea Tv Network Ltd.
SECMARK.NS,Secmark Consultancy Limited
SECURCRED.NS,Secur Credentials Limited
SECURKLOUD.NS,Securekloud Technologies Limited
SEIL.NS,Shanti Educational Initiatives Ltd
SEJALLTD.NS,Sejal Glass Limited
SEL.NS,Sanathnagar Enterprises Limited
SELAN.NS,Selan Exploration Technology Limited
SELLWIN.NS,Sellwin Traders Ltd
SELMC.NS,Sel Manufacturing Company Limited
SEMAC.NS,Semac Consultants Limited
SEML.NS,Sunrise Efficient Marketing Ltd
SENCO.NS,Senco Gold Limited
SENSEX1.NS,Kotak S&P Bse Sensex Etf
SENSEXADD.NS,Dsp Bse Sensex Etf
SENSEXBEES.NS,Nippon India Etf S&P Bse Sensex
SENSEXETF.NS,Mirae Asset S&P Bse Sensex Etf
SENSEXIETF.NS,Icici Prudential Bse Sensex Etf
SEPC.NS,Sepc Limited
SEQUENT.NS,Sequent Scientific Limited
SERA.NS,Sera Investments & Finance India Ltd
SERVOTECH.NS,Servotech Power Systems Limited
SESHAPAPER.NS,Seshasayee Paper And Boards Limited
SETCO.NS,Setco Automotive Limited
SETFBSE100.NS,Sbi Mutual Fund - Sbi - Etf Bse 100
SETFNIF50.NS,Sbi-Etf Nifty 50
SETFNIFBK.NS,Sbi-Etf Nifty Bank
SETFSN50.NS,Sbi - Etf - Sensex Next 50
SETUINFRA.NS,Setubandhan Infrastructure Limited
SEVENHILL.NS,Seven Hill Industries Limited
SEYAIND.NS,Seya Industries Limited
SFL.NS,Sheela Foam Limited
SFPIL.NS,Square Four Projects India Limited
SFSL.NS,Shashwat Furnishing Solutions Ltd
SFTL.NS,Springform Technology Ltd
SGFIN.NS,Sg Finserve Ltd
SGFRL.NS,Suyog Gurbaxani Funicular Ropeways Ltd
SGIL.NS,Synergy Green Industries Limited
SGL.NS,Stl Global Limited
SGMART.NS,Sg Mart Ltd
SGNTE.NS,Sgn Telecoms Ltd.
SGRL.NS,Shree Ganesh Remedies Ltd
SHAH.NS,Shah Metacorp Limited
SHAHALLOYS.NS,Shah Alloys Limited
SHAHCON.NS,Shah Construction Co.Ltd.
SHAHFOOD.NS,Shah Foods Ltd.
SHAHISHIP.NS,Shahi Shipping Ltd-$
SHAHLON.NS,Shahlon Silk Industries Ltd
SHAILY.NS,Shaily Engineering Plastics Limited
SHAKTIPR.NS,Shakti Press Ltd.
SHAKTIPUMP.NS,Shakti Pumps (India) Limited
SHALBY.NS,Shalby Limited
SHALIWIR.NS,Shalimar Wires Industries Ltd.
SHALPAINTS.NS,Shalimar Paints Limited
SHALPRO.NS,Shalimar Productions Ltd.
SHAMROIN.NS,Shamrock Industrial Co.Ltd.
SHANGAR.NS,Shangar Decor Ltd
SHANKARA.NS,Shankara Building Products Limited
SHANTI.NS,Shanti Overseas (India) Limited
SHANTIDENM.NS,Shanti Spintex Ltd
SHANTIGEAR.NS,Shanthi Gears Limited
SHANTIGURU.NS,Shanti Guru Industries Ltd
SHAQUAK.NS,Shantanu Sheorey Aquakult Ltd.
SHARATPP.NS,Sharat Industries Ltd
SHARDACROP.NS,Sharda Cropchem Limited
SHARDAMOTR.NS,Sharda Motor Industries Limited
SHARDUL.NS,Shardul Securities Ltd.
SHAREINDIA.NS,Share India Securities Limited
SHARIABEES.NS,Nippon India Etf Nifty 50 Shariah Bees
SHARIKA.NS,Sharika Enterprises Ltd
SHARMEH.NS,Sharma East India Hospitals & Medical Research Ltd.
SHARPINV.NS,Sharp Investments Ltd
SHARPLINE.NS,Sharpline Broadcast Ltd
SHASHANK.NS,Shashank Traders Ltd
SHASHIJIT.NS,Shashijit Infraprojects Ltd
SHAWGELTIN.NS,Narmada Gelatines Ltd.
SHBAJRG.NS,Shri Bajrang Alliance Ltd
SHEKHAWATI.NS,Shekhawati Industries Limited
SHELTER.NS,Shelter Pharma Ltd
SHEMAROO.NS,Shemaroo Entertainment Limited
SHERVANI.NS,Shervani Industrial Syndicate Ltd.
SHESHAINDS.NS,Sheshadri Industries Ltd
SHETR.NS,Shetron Ltd.
SHGANEL.NS,Shree Ganesh Elastoplast Ltd.
SHHARICH.NS,Shree Hari Chemicals Export Ltd.
SHIKHARLETR.NS,Shikhar Leasing & Trading Ltd.
SHILCTECH.NS,Shilchar Technologies Ltd.
SHILGRAVQ.NS,Shilp Gravures Ltd.-$
SHILINDORE.NS,Sayaji Hotels (Indore) Ltd
SHILPAMED.NS,Shilpa Medicare Limited
SHINDL.NS,Sharat Industries Ltd.
SHINEFASH.NS,Shine Fashions (India) Ltd
SHISHIND.NS,Shish Industries Ltd
SHIVA.NS,Shivansh Finserve Ltd
SHIVAAGRO.NS,Shiva Global Agro Industries Ltd.
SHIVACEM.NS,Shiva Cement Ltd.
SHIVAEXPO.NS,Shiva Granito Export Ltd
SHIVAGR.NS,Shivagrico Implements Ltd.
SHIVALIK.NS,Shivalik Rasayan Limited
SHIVAM.NS,Shivam Chemicals Ltd
SHIVAMAUTO.NS,Shivam Autotech Limited
SHIVAMILLS.NS,Shiva Mills Limited
SHIVATEX.NS,Shiva Texyarn Limited
SHIVKAMAL.NS,Shivkamal Impex Ltd
SHIVTEXCHEM.NS,Shiv Texchem Ltd
SHK.NS,S H Kelkar And Company Limited
SHKALYN.NS,Shri Kalyan Holdings Ltd.
SHKARTP.NS,Shree Karthik Papers Ltd.
SHOORA.NS,Shoora Designs Ltd
SHOPERSTOP.NS,Shoppers Stop Limited
SHPLPUNE.NS,Sayaji Hotels (Pune) Ltd
SHRAAITECH.NS,Shradha Ai Technologies Ltd
SHRADDHA.NS,Shraddha Prime Projects Ltd
SHRADHA.NS,Shradha Infraprojects Limited
SHRAJOI.NS,Shri Rajivlochan Oil Extraction Ltd.
SHRAJSYNQ.NS,Shree Rajasthan Syntex Ltd.-$
SHRDAIS.NS,Sharda Ispat Ltd.
SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd
SHREE.NS,Shree Marutinandan Tubes Ltd
SHREECEM.NS,Shree Cement Limited
SHREEGANES.NS,Shree Ganesh Biotech (India) Ltd
SHREEPAC.NS,Shree Pacetronix Ltd.
SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited
SHREERAMA.NS,Shree Rama Multi-Tech Limited
SHREESEC.NS,Shree Securities Ltd
SHREESHAY.NS,Shreeshay Engineers Ltd
SHREMETAL.NS,Shree Metalloys Ltd.
SHRENIK.NS,Shrenik Limited
SHRENTI.NS,Shreenath Investments Co.Ltd.
SHREYANIND.NS,Shreyans Industries Limited
SHREYASI.NS,Shreyas Intermediates Ltd.
SHRICON.NS,Shricon Industries Ltd.
SHRIDINE.NS,Shri Dinesh Mills Ltd.-$
SHRIGANG.NS,Shri Gang Industries And Allied Products Ltd.
SHRIKRISH.NS,Shri Krishna Devcon Ltd.
SHRIPISTON.NS,Shriram Pistons & Rings Limited
SHRIRAMFIN.NS,Shriram Finance Limited
SHRIRAMPPS.NS,Shriram Properties Limited
SHRISTI.NS,Shristi Infrastructure Development Corporation Ltd.
SHRJAGP.NS,Shri Jagdamba Polymers Ltd.
SHRMFGC.NS,Shree Manufacturing Co.Ltd.
SHUBHAM.NS,Shubham Polyspin Ltd
SHUKJEW.NS,Shukra Jewellers Ltd.
SHUKRAPHAR.NS,Shukra Pharmaceuticals Ltd
SHVFL.NS,Shreevatsaa Finance & Leasing Ltd.
SHVSUIT.NS,Shiva Suitings Ltd.
SHYAM.NS,Ventura Guaranty Ltd.
SHYAMACOMP.NS,Shyama Computronics And Services Ltd
SHYAMCENT.NS,Shyam Century Ferrous Limited
SHYAMMETL.NS,Shyam Metalics And Energy Limited
SHYAMTEL.NS,Shyam Telecom Limited
SHYMINV.NS,Shyamkamal Investments Ltd.
SIBARAUT.NS,Sibar Auto Parts Ltd.
SICAGEN.NS,Sicagen India Ltd.
SICALLOG.NS,Sical Logistics Limited
SICL.NS,Suvidha Infraestate Corporation Limited
SIDDHA.NS,Siddha Ventures Ltd.
SIDDHEGA.NS,Siddheswari Garments Ltd.
SIEL.NS,Superior Industrial Enterprises Limited
SIELFNS.NS,Siel Financial Services Ltd.
SIEMENS.NS,Siemens Limited
SIGACHI.NS,Sigachi Industries Limited
SIGIND.NS,Signet Industries Limited
SIGMA.NS,Sigma Solve Limited
SIGNATURE.NS,Signatureglobal (India) Limited
SIGNPOST.NS,Signpost India Limited
SIIL.NS,Sabrimala Industries India Ltd
SIKA.NS,Sika Interplant Systems Ltd.
SIKKO.NS,Sikko Industries Limited
SIKOZY.NS,Sikozy Realtors Limited
SIL.NS,Standard Industries Limited
SILGO.NS,Silgo Retail Limited
SILINV.NS,Sil Investments Limited
SILLYMONKS.NS,Silly Monks Entertainment Limited
SILVERLINE.NS,Silverline Technologies Ltd.
SILVERPRL.NS,Silver Pearl Hospitality & Luxury Spaces Ltd
SILVERTUC.NS,Silver Touch Technologies Limited
SILVOAK.NS,Silver Oak (India) Ltd.
SIMBHALS.NS,Simbhaoli Sugars Limited
SIMMOND.NS,Simmonds Marshall Ltd.
SIMPLEXCAS.NS,Simplex Castings Ltd.
SIMPLEXINF.NS,Simplex Infrastructures Limited
SIMPLXMIL.NS,Simplex Mills Company Ltd.
SIMPLXPAP.NS,Simplex Papers Ltd.
SIMPLXREA.NS,Simplex Realty Ltd.
SIMRAN.NS,Simran Farms Ltd.
SINCLAIR.NS,Sinclairs Hotels Limited
SINDHUTRAD.NS,Sindhu Trade Links Limited
SINDUVA.NS,Sindu Valley Technologies Ltd.
SINGER.NS,Singer India Ltd.
SINNAR.NS,Sinnar Bidi Udyog Ltd.
SINTERCOM.NS,Sintercom India Limited
SIPL.NS,Shelter Infra Projects Ltd.-$
SIPTL.NS,Sharanam Infraproject And Trading Ltd
SIRCA.NS,Sirca Paints India Limited
SIROHIA.NS,Sirohia & Sons Ltd
SIS.NS,Sis Limited
SISL.NS,Shantidoot Infra Services Ltd
SITAENT.NS,Sita Enterprises Ltd.
SITINET.NS,Siti Networks Limited
SIYARAM.NS,Siyaram Recycling Industries Ltd
SIYSIL.NS,Siyaram Silk Mills Limited
SIZEMASTER.NS,Sizemasters Technology Ltd
SJS.NS,S.J.S. Enterprises Limited
SJVN.NS,Sjvn Limited
SKCIL.NS,Shri Keshav Cements And Infra Ltd
SKFINDIA.NS,Skf India Limited
SKIEL.NS,Sk International Export Ltd
SKIFL.NS,Shree Krishna Infrastructure Ltd
SKILVEN.NS,Skyline Ventures India Ltd
SKIPPER.NS,Skipper Limited
SKIPPERPP.NS,Skipper Ltd
SKL.NS,Super Fine Knitters Ltd
SKMEGGPROD.NS,Skm Egg Products Export (India) Limited
SKPMIL.NS,Shree Krishna Paper Mills & Industries Ltd.
SKPSEC.NS,Skp Securities Ltd.
SKRABUL.NS,Shukra Bullions Ltd.
SKYGOLD.NS,Sky Gold Limited
SKYIND.NS,Sky Industries Ltd.-$
SKYLMILAR.NS,Skyline Millars Ltd.
SLSTLQ.NS,Sri Lakshmi Saraswathi Textiles (Arni) Ltd.-$
SMALLCAP.NS,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 Etf
SMARITIME.NS,Sahara Maritime Ltd
SMARTFIN.NS,Smart Finsec Ltd
SMARTLINK.NS,Smartlink Holdings Limited
SMAUTO.NS,Sm Auto Stamping Ltd
SMCGLOBAL.NS,Smc Global Securities Limited
SMCREDT.NS,Smc Credits Ltd.
SMEL.NS,Sungold Media And Entertainment Ltd
SMFIL.NS,Smiths & Founders (India) Limited
SMGOLD.NS,S. M. Gold Ltd
SMIFS.NS,Smifs Capital Markets Ltd.
SML.NS,Soni Medicare Ltd
SMLISUZU.NS,Sml Isuzu Limited
SMLT.NS,Sarthak Metals Limited
SMRUTHIORG.NS,Smruthi Organics Ltd
SMSLIFE.NS,Sms Lifesciences India Limited
SMSPHARMA.NS,Sms Pharmaceuticals Limited
SNIM.NS,Svarnim Trade Udyog Ltd
SNL.NS,Snl Bearings Ltd.
SNOWMAN.NS,Snowman Logistics Limited
SNXT50BEES.NS,Nippon India Etf S&P Bse Sensex Next 50
SOBHA.NS,Sobha Limited
SOBHAPP.NS,Sobha Ltd
SOBME.NS,Sobhagya Merchantile Ltd.
SODFC.NS,Som Datt Finance Corporation Ltd.
SOFCOM.NS,Sofcom Systems Ltd
SOFTBPO.NS,Softbpo Global Services Ltd.
SOFTRAKV.NS,Softrak Venture Investment Ltd.
SOFTSOL.NS,Softsol India Ltd.
SOFTTECH.NS,Softtech Engineers Limited
SOLARA.NS,Solara Active Pharma Sciences Limited
SOLARAPP.NS,Solara Active Pharma Sciences Ltd
SOLARINDS.NS,Solar Industries India Limited
SOLIDSTON.NS,Solid Stone Company Ltd.
SOLIMAC.NS,Solitaire Machine Tools Ltd.
SOMANYCERA.NS,Somany Ceramics Limited
SOMATEX.NS,Soma Textiles & Industries Limited
SOMICONVEY.NS,Somi Conveyor Beltings Limited
SONACOMS.NS,Sona Blw Precision Forgings Limited
SONAL.NS,Sonal Mercantile Ltd
SONALAD.NS,Sonal Adhesives Ltd.
SONALIS.NS,Sonalis Consumer Products Ltd
SONAMLTD.NS,Sonam Limited
SONATSOFTW.NS,Sonata Software Limited
SOTL.NS,Savita Oil Technologies Limited
SOURCENTRL.NS,Source Natural Foods & Herbal Suppl Ltd.
SOUTHBANK.NS,The South Indian Bank Limited
SOUTHERNIN.NS,Southern Infosys Ltd
SOUTHMG.NS,Southern Magnesium & Chemicals Ltd.
SOUTHWEST.NS,South West Pinnacle Exploration Limited
SOUTLAT.NS,Southern Latex Ltd.
SOVERDIA.NS,Sovereign Diamonds Ltd.
SPACAPS.NS,Spa Capital Services Ltd
SPACEINCUBA.NS,Space Incubatrics Technologies Ltd
SPAL.NS,S. P. Apparels Limited
SPANDANA.NS,Spandana Sphoorty Financial Limited
SPAR.NS,Sparc Electrex Ltd
SPARC.NS,Sun Pharma Advanced Research Company Limited
SPCAPIT.NS,Sp Capital Financing Ltd.
SPCENET.NS,Spacenet Enterprises India Limited
SPECFOOD.NS,Spectrum Foods Ltd.
SPECIALITY.NS,Speciality Restaurants Limited
SPECTRA.NS,Spectra Industries Ltd.
SPELS.NS,Spel Semiconductor Ltd.
SPENCERS.NS,Spencer'S Retail Limited
SPENTA.NS,Spenta International Ltd.
SPIC.NS,Southern Petrochemicals Industries Corporation  Limited
SPICEISLIN.NS,Spice Islands Industries Ltd-$
SPICEJET.NS,Spicejet Ltd.
SPITZE.NS,Maruti Interior Products Ltd
SPL.NS,Swashthik Plascon Ltd
SPLIL.NS,Spl Industries Limited
SPLPETRO.NS,Supreme Petrochem Limited
SPMLINFRA.NS,Spml Infra Limited
SPORTKING.NS,Sportking India Limited
SPRAYKING.NS,Sprayking Ltd
SPRIGHT.NS,Spright Agro Ltd
SPS.NS,Sps Finquest Ltd
SPSL.NS,Shree Precoated Steels Ltd.
SPTRSHI.NS,Saptarishi Agro Industries Ltd.
SPVGLOBAL.NS,Spv Global Trading Ltd
SRAMSET.NS,Shriram Asset Management Co.Ltd.
SRD.NS,Shankar Lal Rampal Dye-Chem Limited
SRECR.NS,Sreechem Resins Ltd.
SREEJAYA.NS,Sree Jayalakshmi Autospin Ltd.
SREEL.NS,Sreeleathers Limited
SRESTHA.NS,Srestha Finvest Ltd
SRF.NS,Srf Limited
SRGHFL.NS,Srg Housing Finance Limited
SRGSFL.NS,S R G Securities Finance Ltd
SRHHYPOLTD.NS,Sree Rayalaseema Hi-Strength Hypo Limited
SRIKPRIND.NS,Sri Kpr Industries Ltd.
SRINACHA.NS,Sri Nachammai Cotton Mills Ltd.-$
SRM.NS,Srm Contractors Limited
SRMCL.NS,Sri Ramakrishna Mills (Coimbatore) Ltd.-$
SRMENERGY.NS,Srm Energy Ltd.
SRPL.NS,Shree Ram Proteins Limited
SRSOLTD.NS,Silicon Rental Solutions Ltd
SRUSTEELS.NS,Sru Steels Ltd
SSDL.NS,Saraswati Saree Depot Limited
SSL.NS,Share Samadhan Ltd
SSLEL.NS,Sir Shadi Lal Enterprises Ltd.
SSPDL.NS,Sspdl Ltd.-$
SSPNFIN.NS,Sspn Finance Ltd
SSTL.NS,Safa Systems & Technologies Ltd
SSWL.NS,Steel Strips Wheels Limited
SSWRL.NS,Shree Steel Wire Ropes Ltd.
STAL.NS,Storage Technologies And Automation Ltd
STANCAP.NS,Standard Capital Markets Ltd.
STANLEY.NS,Stanley Lifestyles Limited
STANPACK.NS,Stanpacks (India) Ltd.
STANROS.NS,Stanrose Mafatlal Investments And Finance Ltd.
STAR.NS,Strides Pharma Science Limited
STARCEMENT.NS,Star Cement Limited
STARCOM.NS,Starcom Information Technology Ltd
STARDELTA.NS,Star Delta Transformers Ltd
STARHEALTH.NS,Star Health And Allied Insurance Company Limited
STARHFL.NS,Star Housing Finance Ltd
STARLENT.NS,Starlineps Enterprises Ltd
STARLIT.NS,Starlit Power Systems Ltd
STARLOG.NS,Starlog Enterprises Ltd
STARPAPER.NS,Star Paper Mills Limited
STARTECK.NS,Starteck Finance Limited
STCINDIA.NS,The State Trading Corporation Of India Limited
STCORP.NS,S&T Corporation Ltd.
STDBAT.NS,Standard Batteries Ltd.
STDSFAC.NS,Standard Surfactants Ltd.
STEELCAS.NS,Steelcast Limited
STEELCITY.NS,Steel City Securities Limited
STEELXIND.NS,Steel Exchange India Limited
STEL.NS,Stel Holdings Limited
STELLANT.NS,Stellant Securities (India) Ltd.
STELLAR.NS,Stellar Capital Services Ltd
STEP2COR.NS,Step Two Corporation Ltd.
STERPOW.NS,Sterling Powergensys Limited
STERTOOLS.NS,Sterling Tools Limited
STHINPA.NS,South India Paper Mills Ltd.
STL.NS,Shreeji Translogistics Ltd
STLSTRINF.NS,Steel Strips Infrastructures Ltd.
STLTECH.NS,Sterlite Technologies Limited
STML.NS,Steelman Telecom Ltd
STOVACQ.NS,Stovec Industries Ltd.
STOVEKRAFT.NS,Stove Kraft Limited
STRAEXPO.NS,Sophia Traexpo Ltd
STRATMONT.NS,Stratmont Industries Ltd
STRGRENWO.NS,Sterling Green Woods Ltd.
STYLAMIND.NS,Stylam Industries Limited
STYLEBAAZA.NS,Baazar Style Retail Limited
STYRENIX.NS,Styrenix Performance Materials Limited
SUBAM.NS,Subam Papers Ltd
SUBEXLTD.NS,Subex Limited
SUBROS.NS,Subros Limited
SUBSM.NS,Subhash Silk Mills Ltd.
SUCROSA.NS,Super Crop Safe Ltd.
SUDAI.NS,Sudal Industries Ltd.
SUDARSCHEM.NS,Sudarshan Chemical Industries Limited
SUDARSHAN.NS,Sudarshan Pharma Industries Ltd
SUDTIND-B.NS,Suditi Industries Ltd.
SUERYAAKNI.NS,Sueryaa Knitwear Ltd
SUGALDAM.NS,Sugal & Damani Share Brokers Ltd.
SUJALA.NS,Sujala Trading & Holdings Ltd
SUKHJITS.NS,Sukhjit Starch & Chemicals Limited
SULA.NS,Sula Vineyards Limited
SULABEN.NS,Sulabh Engineers & Services Ltd.
SUMEDHA.NS,Sumedha Fiscal Services Ltd.
SUMERUIND.NS,Sumeru Industries Ltd.
SUMICHEM.NS,Sumitomo Chemical India Limited
SUMIT.NS,Sumit Woods Limited
SUMMITSEC.NS,Summit Securities Limited
SUMUKA.NS,Sumuka Agro Industries Ltd
SUNCITYSY.NS,Suncity Synthetics Ltd.
SUNCLAY.NS,Sundaram Clayton Limited
SUNDARAM.NS,Sundaram Multi Pap Limited
SUNDARMFIN.NS,Sundaram Finance Limited
SUNDARMHLD.NS,Sundaram Finance Holdings Limited
SUNDRMBRAK.NS,Sundaram Brake Linings Limited
SUNDRMFAST.NS,Sundram Fasteners Limited
SUNFLAG.NS,Sunflag Iron And Steel Company Limited
SUNGOLD.NS,Sungold Capital Ltd.
SUNILAGR.NS,Sunil Agro Foods Ltd.-$
SUNILTX.NS,Sunil Industries Ltd.
SUNITATOOL.NS,Sunita Tools Ltd
SUNLOC.NS,Sunil Healthcare Ltd
SUNPHARMA.NS,Sun Pharmaceutical Industries Limited
SUNRETAIL.NS,Sun Retail Ltd
SUNRINV.NS,Sunrise Industrial Traders Ltd.
SUNSHIEL.NS,Sunshield Chemicals Ltd.
SUNTECK.NS,Sunteck Realty Limited
SUNTV.NS,Sun Tv Network Limited
SUPER.NS,Super Sales India Ltd.-$
SUPERBAK.NS,Super Bakers (India) Ltd.
SUPERHOUSE.NS,Superhouse Limited
SUPERIOR.NS,Superior Finlease Ltd
SUPERSHAKT.NS,Supershakti Metaliks Ltd
SUPERSPIN.NS,Super Spinning Mills Limited
SUPERTEX.NS,Supertex Industries Ltd.
SUPRAJIT.NS,Suprajit Engineering Limited
SUPRAPFSL.NS,Supra Pacific Financial Services Ltd
SUPREME.NS,Supreme Holdings & Hospitality (India) Ltd.
SUPREMEENG.NS,Supreme Engineering Limited
SUPREMEIND.NS,Supreme Industries Limited
SUPREMEINF.NS,Supreme Infrastructure India Limited
SUPRIYA.NS,Supriya Lifescience Limited
SUPTANERY.NS,Super Tannery Limited
SURAJ.NS,Suraj Products Ltd.
SURAJEST.NS,Suraj Estate Developers Limited
SURAJLTD.NS,Suraj Limited
SURANASOL.NS,Surana Solar Limited
SURANAT&P.NS,Surana Telecom And Power Limited
SURATRAML.NS,Surat Trade And Mercantile Ltd
SURBHIN.NS,Surbhi Industries Ltd.
SURFI.NS,Suryo Foods & Industries Ltd.
SURJIND.NS,Suraj Industries Ltd.
SURYAAMBA.NS,Suryaamba Spinning Mills Ltd.
SURYAINDIA.NS,Surya India Ltd
SURYALA.NS,Suryalata Spinning Mills Ltd.-$
SURYALAXMI.NS,Suryalakshmi Cotton Mills Limited
SURYAROSNI.NS,Surya Roshni Limited
SURYODAY.NS,Suryoday Small Finance Bank Limited
SURYVANSP.NS,Suryavanshi Spinning Mills Ltd.-$
SUTLEJTEX.NS,Sutlej Textiles And Industries Limited
SUULD.NS,Suumaya Industries Limited
SUUMAYA.NS,Suumaya Corporation Ltd
SUVEN.NS,Suven Life Sciences Limited
SUVENPHAR.NS,Suven Pharmaceuticals Limited
SUVIDHAA.NS,Suvidhaa Infoserve Limited
SUYOG.NS,Suyog Telematics Limited
SUZLON.NS,Suzlon Energy Limited
SVAINDIA.NS,Sva India Ltd.
SVAMSOF.NS,Svam Software Ltd.
SVARTCORP.NS,Swasti Vinayaka Art And Heritage Corporation Ltd
SVCIND.NS,Svc Industries Ltd
SVGLOBAL.NS,S V Global Mill Ltd.
SVJ.NS,S. V. J. Enterprises Ltd
SVLL.NS,Shree Vasu Logistics Limited
SVPGLOB.NS,Svp Global Textiles Limited
SVRL.NS,Shri Venkatesh Refineries Ltd
SVS.NS,Svs Ventures Ltd
SWADPOL.NS,Swadeshi Polytex Ltd.
SWAGTAM.NS,Swagtam Trading & Services Ltd
SWANAGRO.NS,New Swan Multitech Ltd
SWANENERGY.NS,Swan Energy Limited
SWARAJENG.NS,Swaraj Engines Limited
SWARNSAR.NS,Swarnsarita Jewels India Ltd
SWASTIKA.NS,Swastika Investmart Ltd.
SWASTIVI.NS,Swasti Vinayaka Synthetics Ltd.
SWATIPRO.NS,Swati Projects Ltd
SWELECTES.NS,Swelect Energy Systems Limited
SWISSMLTRY.NS,Swiss Military Consumer Goods Ltd
SWITCHTE.NS,Switching Technologies Gunther Ltd.
SWRNASE.NS,Swarna Securities Ltd.
SWSOLAR.NS,Sterling And Wilson Renewable Energy Limited
SYLPH.NS,Sylph Technologies Ltd.
SYMBIOX.NS,Symbiox Investment & Trading Company Ltd
SYMPHONY.NS,Symphony Limited
SYNCOMF.NS,Syncom Formulations (India) Limited
SYNGENE.NS,Syngene International Limited
SYNTHFO.NS,Synthiko Foils Ltd.
SYRMA.NS,Syrma Sgs Technology Limited
SYSCHEM.NS,Syschem (India) Ltd.
SYSTMTXC.NS,Systematix Corporate Services Ltd.
SYTIXSE.NS,Systematix Securities Ltd.
TAALENT.NS,Taal Enterprises Ltd
